dgp,n,rep,method,spearman,gates_rmse,bias,rmse,mae,abs_err_p90,clan_diff_x1,clan_diff_x2,clan_diff_x3,clan_diff_x4,clan_diff_x5,clan_diff_sin_pi_x2,clan_diff_abs_x2_m05,top10_true,bot10_true,top10_est,bot10_est,top10_err,bot10_err,topbot_gap_true,topbot_gap_est,topbot_gap_err,pointwise_cover_rate,pointwise_ci_len,pointwise_se_cv,pointwise_cover_q1,pointwise_cover_q2,pointwise_cover_q3,pointwise_cover_q4,pointwise_cover_q5,main_n_estimators,main_subsample,main_min_leaf,main_cv,n_jobs,nuisance_type,nuis_n_estimators,nuis_min_leaf,orf_global_res_cv,orf_subsample_ratio,z_sd,z_p975,gates_hat_q1,gates_hat_q2,gates_hat_q3,gates_hat_q4,gates_hat_q5,gates_true_q1,gates_true_q2,gates_true_q3,gates_true_q4,gates_true_q5,cf_honest,cf_inference,cf_max_samples,dml_cv,dml_inference,dml_max_samples
RCT,250,0,ORF,0.6550211800847203,0.081687784402155,0.05900403386719324,0.32083051128122975,0.2636250201371175,0.5521310584306598,0.7653507647393843,0.008741320738353542,-0.14759772976351704,-0.03422221374721668,-0.1964427448750123,-0.04980107699845693,0.01941149816022303,2.604035330956226,1.7447111664554336,2.7164144682339053,1.7086889393046332,0.11237913727767923,-0.03602222715080039,0.8593241645007925,1.0077255289292721,0.14840136442847962,0.94,1.4498614800699994,0.32981194846891754,0.72,0.98,1.0,1.0,1.0,300,0.5,10,5,1,rf,200,5,5.0,0.5,0.994983631660594,2.501979970671534,1.7821804703051993,2.0061204641683945,2.186671579223148,2.4211855512654386,2.6560924264575654,1.8313817026521764,1.9089019664722784,2.1115882198837745,2.358427042682446,2.5469313903931035,,,,,,
RCT,250,0,CF,0.6080402825330001,0.10743123806813938,-0.06441254442907221,0.34197243150095186,0.28736404507618024,0.5493989779495067,0.6693877563983501,-0.06511766882531361,-0.3979674058125614,0.026136324891103402,-0.05046889841543867,-0.039649526236388954,0.01954290833941208,2.4673792426991126,1.8243125345110622,2.335606487188689,1.8246130249485721,-0.13177275551042378,0.0003004904375099038,0.6430667081880503,0.5109934622401167,-0.13207324594793368,0.806,0.9477914036774809,0.19028333901012381,0.64,0.96,0.98,0.89,0.56,300,0.5,10,5,1,rf,200,5,,,1.475096717402203,3.0693167984275274,1.8476510936045694,1.947789039692908,2.090003461873505,2.2306414408743076,2.3190825638931276,1.844791640269931,1.8879174678518513,2.1619519065702995,2.388039436959804,2.4745298704318928,True,True,0.5,,,
RCT,250,0,DML-CF,0.7049510758043032,0.06972573384360639,0.0013334051934101585,0.30210474193847187,0.2527842960581538,0.49422346525141353,0.6895889861148634,-0.061321396719014876,-0.12489722685502036,-0.17795684721559862,-0.1748690494435305,0.11968134766922578,-0.05806114389633882,2.7239472591592446,1.801736331290333,2.570226048292343,1.7246834487668259,-0.15372121086690171,-0.07705288252350706,0.9222109278689117,0.845542599525517,-0.07666832834339465,0.832,0.8559039828324432,0.2396172437494391,0.67,0.78,0.96,0.92,0.83,300,0.5,10,5,1,rf,200,5,,,1.4721792351512775,3.002858342774856,1.7557608986497484,1.8855996550979628,2.1200860826404666,2.455516478073104,2.546934233589548,1.8037263662424587,1.895602062662069,2.121828773664366,2.323076419488336,2.612996700026548,,,,5.0,True,0.5
RCT,250,1,ORF,0.6216021024084096,0.2978891487999299,-0.27049726868238144,0.4421382307012252,0.37803233764865146,0.7194370459642273,0.6971297711019162,-0.07034018468121622,-0.015766887989558387,-0.09089937049539482,-0.40381727291942077,-0.014853991589290794,-1.4585618820284196e-05,2.6286779910622124,1.778033267995044,2.523040270665738,1.2572133787369888,-0.10563772039647423,-0.5208198892580551,0.8506447230671685,1.2658268919287494,0.4151821688615809,0.894,1.6606869170357585,0.38040811017380033,0.98,1.0,0.98,0.7,0.81,300,0.5,10,5,1,rf,200,5,5.0,0.5,0.9828105533995424,2.659849310368507,1.3548187554979547,1.636282014425522,1.8725600852951125,2.119332183028967,2.4217509404243156,1.831499750867469,1.9410825961610356,2.0982293727384222,2.3726430719367575,2.513775530380094,,,,,,
RCT,250,1,CF,0.5883568955481477,0.3953124483357966,-0.39080529221803967,0.5185469039426445,0.4446582935434935,0.7997723816396245,0.575698734146909,-0.07452783983167166,0.4005522584769891,-0.06776336895682938,-0.035640175292850906,0.028736979415475927,-0.017472208589346866,2.5600609305507827,1.8202193916818226,2.0996066057388294,1.516621640742931,-0.46045432481195325,-0.30359775093889163,0.7398415388689601,0.5829849649958985,-0.15685657387306162,0.54,0.9004639350073337,0.2191500299032283,0.95,0.9,0.56,0.29,0.0,300,0.5,10,5,1,rf,200,5,,,1.6344905943000159,4.769407866053853,1.5285190630886367,1.5797519210744526,1.7436411609823776,1.8797310690121707,2.071560646835944,1.8598901089740505,1.8990935968999136,2.1794224129883606,2.354498380685018,2.4643258225364355,True,True,0.5,,,
RCT,250,1,DML-CF,0.8039659678638714,0.2907714962368503,-0.22829967734734546,0.38196973540119755,0.32171292229961695,0.6179836363971195,0.511033018600939,-0.3252273886072764,0.07276526727048233,-0.03782203701139619,-0.1938694380146891,0.4532068196033585,-0.22085736616516455,2.7221633492957977,1.6024068851287612,2.169308068457186,1.6474716383865178,-0.5528552808386116,0.04506475325775661,1.1197564641670366,0.5218364300706684,-0.5979200340963682,0.592,0.6847164194962464,0.23322616768493987,0.66,0.97,0.89,0.43,0.01,300,0.5,10,5,1,rf,200,5,,,2.214889714785782,6.75800972478131,1.7014249877565484,1.8364442316216127,1.9166441183263323,2.0236185897857273,2.137600007856831,1.7077713919105904,1.963539181189481,2.087204739678755,2.3267037791900655,2.6720112301148875,,,,5.0,True,0.5
RCT,250,2,ORF,0.4584472417889671,0.3032764063560504,0.1664870184106105,0.483168159761386,0.38446340689307273,0.7942232027436805,0.5591908895960459,-0.14570203501588674,-0.36972655450645175,-0.39387383908953133,-0.26618478461942613,-0.02633657473493045,0.011101135223232583,2.4684772644556925,1.8631327600045602,3.1172493408981694,1.5204732582055127,0.6487720764424769,-0.3426595017990475,0.6053445044511323,1.5967760826926567,0.9914315782415244,0.966,2.2531900936540206,0.3368468095783832,0.83,1.0,1.0,1.0,1.0,300,0.5,10,5,1,rf,200,5,5.0,0.5,0.8222949983490105,2.086890771211567,1.6734805690284917,2.0631568224854027,2.315037671005506,2.5724364208901265,2.965553930727304,1.90198784624099,1.9916847064898622,2.174186386858906,2.2545292213919144,2.434842161102106,,,,,,
RCT,250,2,CF,0.5908776540538089,0.14817516373422435,0.10310502028955386,0.3560493872144119,0.2791266073190732,0.5986715191722931,0.5768575457863945,0.07500973929634153,-0.5215801422226525,-0.023948370592626445,-0.010329227677996822,0.007888210165846177,-0.013024431822113353,2.489170984247258,1.8040220672293423,2.754040157699748,1.8859145397237853,0.26486917345249017,0.08189247249444298,0.6851489170179157,0.8681256179759629,0.1829767009580472,0.832,1.0613716454144309,0.1845905534487347,0.55,0.82,0.95,0.91,0.93,300,0.5,10,5,1,rf,200,5,,,1.3207351898362458,2.9360246832719863,1.915824417400826,2.0562353614931443,2.1891255921397033,2.40642038491976,2.7051496675781146,1.8575574573806242,1.9253250776670208,2.0621320900158886,2.4699124836873807,2.4423032133328646,True,True,0.5,,,
RCT,250,2,DML-CF,0.36470651482605926,0.17054863240034526,0.15228609236704893,0.41521096823170683,0.32830596172104387,0.6752146674962792,0.4209919865439512,0.029948646410208557,-0.10547293195751567,-0.6404668220089962,-0.21939801048607982,0.08023709716605032,-0.04179008108745094,2.535886656104049,1.854651908808485,2.5654953906957663,2.0908763361260925,0.02960873459171731,0.2362244273176075,0.681234747295564,0.4746190545696738,-0.2066156927258902,0.706,0.8272504589342483,0.2124746669412976,0.1,0.76,0.98,1.0,0.69,300,0.5,10,5,1,rf,200,5,,,1.9281234084195935,4.8607872261053435,2.112215530138713,2.2066141483868433,2.2980420742290373,2.3859127450826425,2.5158762860817876,1.8874533765970225,2.099248194429987,2.250852278136731,2.130994012613014,2.3886824603070242,,,,5.0,True,0.5
RCT,250,3,ORF,0.5102343609374438,0.2434984512354049,0.23882878143689806,0.433867426450096,0.3378438586122082,0.7667571384557419,0.5789519219408275,0.0011698019171713092,-0.1868405861242508,-0.44647962889708687,-0.3606185005848014,-0.014113248325453354,0.0055362305354787755,2.5229002342653097,1.8784615391843251,2.698357151243767,2.0858236162556665,0.17545691697845722,0.20736207707134136,0.6444386950809846,0.6125335349881005,-0.03190516009288413,0.814,1.2290168991772994,0.17472278412704592,0.28,0.8,1.0,1.0,0.99,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.2205499837342153,3.5021587630480098,2.1407708484403654,2.2922638993359543,2.389805857133592,2.4854888416800476,2.6430447826783108,1.8843595751791562,1.9828198462311781,2.1337989409880564,2.3070537108908575,2.4491982487945303,,,,,,
