dgp,n,base,rival,metric,delta_mean,delta_sd,delta_p90,t_stat,p_value,n_rep_used
DGP4,250,ORF,CF,rmse,0.1741086584987217,0.2163881299079464,0.41849813678849657,4.40704579115693,0.00013123587706580591,30
DGP4,250,ORF,CF,bias,-0.23943958016751316,0.1870786639292862,-0.02987982315995129,-7.010230694553472,1.0414060570223369e-07,30
DGP4,250,ORF,CF,mae,0.13237435780644724,0.20549356517570835,0.3582386245506546,3.528306190213593,0.0014150203783998112,30
DGP4,250,ORF,CF,spearman,-0.11353915072519406,0.2584446159119634,0.11606829467317874,-2.4062391005023507,0.022715393433928418,30
DGP4,250,ORF,CF,gates_rmse,0.19502958809507584,0.24987809922974855,0.4520645042488565,4.274968679123706,0.00018875726160292913,30
DGP4,250,ORF,CF,pointwise_cover_rate,0.17946666666666664,0.15011989078465052,0.3472000000000001,6.547962507820088,3.5848210989606863e-07,30
DGP4,250,ORF,DML-CF,rmse,0.2434623815227269,0.14228300119847828,0.4331364645166122,9.372155291966996,2.8136651835152906e-10,30
DGP4,250,ORF,DML-CF,bias,-0.001708280023903073,0.19707406000053757,0.22684223424453853,-0.04747776057511705,0.9624579179532831,30
DGP4,250,ORF,DML-CF,mae,0.19499606214038062,0.11985401647184679,0.34995525852363407,8.9111525005967,8.432518740221271e-10,30
DGP4,250,ORF,DML-CF,spearman,-0.07974691098764396,0.20012688074403104,0.1356481297925191,-2.1825744686020623,0.03731123177178952,30
DGP4,250,ORF,DML-CF,gates_rmse,0.2967639980094745,0.15693401633913803,0.4962718289806963,10.357495446617852,2.9570122202778726e-11,30
DGP4,250,ORF,DML-CF,pointwise_cover_rate,0.15266666666666667,0.11465249845641766,0.20859999999999998,7.293253809400505,4.942185698102211e-08,30
DGP4,500,ORF,CF,rmse,0.06290297798942673,0.1367415683722331,0.2247161389709905,2.5195981287323104,0.017512595437731232,30
DGP4,500,ORF,CF,bias,-0.22314695170183685,0.1551489865057004,-0.040900592052911106,-7.877758136764961,1.0927216625858571e-08,30
DGP4,500,ORF,CF,mae,0.05110665303135897,0.12015485773954895,0.18111485008058026,2.3296824806319454,0.02699131798310555,30
DGP4,500,ORF,CF,spearman,-0.0558864155456622,0.18494434768514362,0.11506247944991775,-1.6551060270616458,0.10868710799574585,30
DGP4,500,ORF,CF,gates_rmse,0.07396358582779293,0.19159405811870558,0.27717141488898994,2.114445760460481,0.04319346533586301,30
DGP4,500,ORF,CF,pointwise_cover_rate,0.13540000000000002,0.09172996351736194,0.23860000000000017,8.084777475373437,6.4686685061472085e-09,30
DGP4,500,ORF,DML-CF,rmse,0.10123091425102926,0.117904910258135,0.2586338026408667,4.702641741617738,5.793410259328495e-05,30
DGP4,500,ORF,DML-CF,bias,-0.05939650093402603,0.12614566349594383,0.08008596881921592,-2.5789870612150536,0.015248408662840987,30
DGP4,500,ORF,DML-CF,mae,0.08123222258956098,0.10000262187795152,0.22112484140279073,4.449155419433355,0.00011684266464044994,30
DGP4,500,ORF,DML-CF,spearman,-0.07162131048524195,0.16815661946714186,0.13212617330469328,-2.3328613214963942,0.026800127008640606,30
DGP4,500,ORF,DML-CF,gates_rmse,0.132674360112013,0.14943218179630027,0.30928916454594435,4.862991288916076,3.712072471562548e-05,30
DGP4,500,ORF,DML-CF,pointwise_cover_rate,0.1454666666666667,0.07192128519685821,0.2246,11.078135558942806,6.15523777471363e-12,30
DGP4,1000,ORF,CF,rmse,0.03978938388059916,0.07010675641077486,0.12177026317639797,3.108622366286954,0.004185969374477823,30
DGP4,1000,ORF,CF,bias,-0.14701056557139944,0.09123950423615054,-0.03945669070660412,-8.825234598671145,1.0378703614759713e-09,30
DGP4,1000,ORF,CF,mae,0.03234144790945854,0.06418874683099854,0.09959973456486977,2.7596956533561867,0.00992046864315152,30
DGP4,1000,ORF,CF,spearman,-0.07076424785699142,0.12179555389854185,0.08185171300685204,-3.182314425734127,0.00347164710910512,30
DGP4,1000,ORF,CF,gates_rmse,0.042598577409721464,0.11252634181608465,0.13961941232603184,2.073487984090788,0.04711430376691124,30
DGP4,1000,ORF,CF,pointwise_cover_rate,0.11879999999999999,0.045423979691727616,0.17680000000000004,14.324909502252142,1.0950209536796253e-14,30
DGP4,1000,ORF,DML-CF,rmse,0.08959185943943083,0.05336872013880431,0.1532191907210273,9.194802171792878,4.277788977624555e-10,30
DGP4,1000,ORF,DML-CF,bias,-0.04269897568302561,0.08253890909974858,0.05428802780868752,-2.8334748325416053,0.008294352097193555,30
DGP4,1000,ORF,DML-CF,mae,0.06804714686262847,0.04933296483043918,0.12242965128957145,7.554980212243754,2.501494697166006e-08,30
DGP4,1000,ORF,DML-CF,spearman,-0.1029524118096472,0.11628088905305324,0.038933858135432556,-4.8494089404474146,3.854806146656005e-05,30
DGP4,1000,ORF,DML-CF,gates_rmse,0.13127437693526464,0.07863896620025283,0.2391373018374279,9.143296376351545,4.834997765994447e-10,30
DGP4,1000,ORF,DML-CF,pointwise_cover_rate,0.10919999999999998,0.05202015524509839,0.16699999999999995,11.497717182456864,2.5416554713134504e-12,30
