dgp,n,method,bias_mean,bias_sd,rmse_mean,rmse_sd,rmse_p90,mae_mean,spearman_mean,gates_rmse_mean,clan_diff_x1_mean,clan_diff_x2_mean,clan_diff_sin_pi_x2_mean,clan_diff_abs_x2_m05_mean,pointwise_cover_rate_mean,pointwise_ci_len_mean,pointwise_se_cv_mean,pointwise_cover_q1_mean,pointwise_cover_q2_mean,pointwise_cover_q3_mean,pointwise_cover_q4_mean,pointwise_cover_q5_mean
DGP7,250,CF,0.2772085268064927,0.18679045388340357,0.49188482661030536,0.11263617433670813,0.6129911723733252,0.3995012410780581,0.44320875203500815,0.3199156345046097,0.5042267617627362,0.005054711336852225,0.006232046528007299,-0.0028108599808828903,0.6431333333333333,0.9504292031030361,0.229340309125882,0.1893333333333333,0.5566666666666666,0.7403333333333332,0.8776666666666666,0.8516666666666666
DGP7,250,DML-CF,-0.02037482119136066,0.186651511831607,0.4522005456666053,0.04459585289397834,0.501396852377605,0.3693330848101336,0.20734792059168236,0.18191608127882689,0.1950645256388843,0.04746230421517212,0.05328035490249597,-0.026532572110044374,0.526,0.6919016785005372,0.25095412865631206,0.217,0.7303333333333334,0.8753333333333333,0.64,0.16733333333333336
DGP7,250,ORF,-0.00607345670468564,0.19036467503161697,0.9546112422688604,0.07708671941541213,1.058870755486241,0.7656530086581376,0.13922138888555555,0.8178618080739744,0.17767288619566238,0.03940374738093149,-0.006595655304170074,0.0029905296202019827,0.9080666666666668,3.146865440102016,0.6185322172615068,0.784,0.9523333333333333,0.9966666666666666,0.9746666666666666,0.8326666666666664
DGP7,500,CF,0.12382709878947502,0.09968828314067689,0.3940249875786369,0.048107159245377513,0.4363328096411644,0.3153585817872352,0.5280624994499978,0.1726859657398201,0.5757742737072497,0.024822791526692835,0.014441764591277328,-0.00691455496828444,0.6622,0.7799914363168515,0.2695890822586916,0.2603333333333333,0.66,0.8,0.8349999999999999,0.7556666666666666
DGP7,500,DML-CF,-0.05577124788729364,0.10532805880867804,0.4136766777079201,0.026810848271560717,0.45482240661487994,0.33793750920695925,0.4106689290757162,0.1607493594755421,0.3192697894357541,0.16068593194238795,0.17870052072600628,-0.08279033017318806,0.4759333333333334,0.5699285259614847,0.27551760642511225,0.16066666666666665,0.7916666666666665,0.9046666666666667,0.4816666666666667,0.04100000000000001
DGP7,500,ORF,-0.06887652305733405,0.113876797579908,0.7046797077182271,0.061631158396889325,0.7874308173581858,0.5640050771262041,0.23530687402749612,0.5470493633850317,0.27624185369025334,0.05684674572975539,0.006991845723313687,-0.0028116132383743425,0.8736666666666667,2.3042361258356276,0.6016378337832993,0.747,0.9843333333333334,0.9979999999999999,0.936,0.703
DGP7,1000,CF,0.06005896826486541,0.06766717558547877,0.35487425600180306,0.01869878974073694,0.3768049856523805,0.2884143357878107,0.5957157460629842,0.11249328880108336,0.6289103581213593,0.043652244875342444,0.045080552585879584,-0.022712783633277646,0.6308,0.68098626328586,0.28210477151862634,0.31666666666666665,0.6579999999999998,0.7556666666666666,0.7986666666666667,0.625
DGP7,1000,DML-CF,-0.0354133826847159,0.07040114349613201,0.3733883293823092,0.0287454741450485,0.4039016337872221,0.3038325196549007,0.6301649654598619,0.18262306259820899,0.42892353809688843,0.20444806795368314,0.32054742398158514,-0.14603601877081854,0.507,0.5514205885006322,0.29570572157948943,0.19066666666666668,0.8009999999999999,0.9456666666666668,0.5286666666666666,0.069
DGP7,1000,DML-CF_misspec,0.01740753111142306,0.07329874455629967,0.40304276925327553,0.01905491159640194,0.4243288986627661,0.32743826702421575,0.41112405089620363,0.1323474578837646,0.3098914513430765,0.07265917999123218,,,0.4898,0.561580909122445,0.2908589548480815,0.08199999999999999,0.6653333333333333,0.9616666666666667,0.6493333333333332,0.09066666666666665
DGP7,1000,ORF,-0.06712194511708147,0.07822162499888423,0.5628522457725477,0.03966362852301381,0.6103491644605316,0.4537688632138765,0.2993666150664603,0.3714130970029238,0.3536020038277933,0.04931956265112596,0.009018633835321166,-0.0039046082734045455,0.8428,1.801647133911681,0.5561832827482343,0.6963333333333334,0.9773333333333333,1.0,0.9049999999999999,0.6353333333333333
DGP7,1000,ORF_misspec,-0.19256978358614402,0.0902825436178376,0.6324358005129782,0.054543400228543495,0.7020581797924794,0.5094115843368541,0.2685520662082649,0.4619690912562499,0.31950599496268034,0.08135991934721958,,,0.8333333333333335,1.9660585379187616,0.5584185798661134,0.8289999999999998,0.999,0.9909999999999999,0.7906666666666666,0.5569999999999999
