dgp,n,base,rival,metric,delta_mean,delta_sd,delta_p90,t_stat,p_value,n_rep_used
DGP7,250,ORF,CF,rmse,0.46272641565855505,0.11946330956830535,0.618062612954119,21.21535865074875,3.2988482961737667e-19,30
DGP7,250,ORF,CF,bias,-0.28328198351117834,0.15041349629470982,-0.05929884270696892,-10.315559196886776,3.24629934418895e-11,30
DGP7,250,ORF,CF,mae,0.36615176758007956,0.10643273702314583,0.49262112656044427,18.842847434280017,8.203709853399823e-18,30
DGP7,250,ORF,CF,spearman,-0.3039873631494526,0.258683514843141,0.05886913467653877,-6.436464886231024,4.845537031103397e-07,30
DGP7,250,ORF,CF,gates_rmse,0.49794617356936477,0.164254413582666,0.6836942307757558,16.604506736743545,2.375056477913515e-16,30
DGP7,250,ORF,CF,pointwise_cover_rate,0.26493333333333335,0.13779818659868157,0.4804000000000001,10.530614842147017,2.016229553284639e-11,30
DGP7,250,ORF,DML-CF,rmse,0.5024106966022552,0.08062669715797016,0.6347817683117015,34.13034160655022,5.765400864418565e-25,30
DGP7,250,ORF,DML-CF,bias,0.014301364486675024,0.11373149933204675,0.1106685978574443,0.6887432222787907,0.4964584672547264,30
DGP7,250,ORF,DML-CF,mae,0.396319923848004,0.0678494331882309,0.5096818016412284,31.99339361878925,3.5872103492184055e-24,30
DGP7,250,ORF,DML-CF,spearman,-0.06812653170612683,0.12524794006781048,0.07584377857511429,-2.979245659436328,0.005791086884442086,30
DGP7,250,ORF,DML-CF,gates_rmse,0.6359457267951476,0.10200293629291524,0.7706653308779278,34.148214999857124,5.68055342959689e-25,30
DGP7,250,ORF,DML-CF,pointwise_cover_rate,0.38206666666666667,0.06685957148270227,0.4560000000000001,31.299412659005945,6.65935980601126e-24,30
DGP7,500,ORF,CF,rmse,0.3106547201395901,0.07190224420220588,0.39533186516881336,23.664434914910185,1.6416452983983692e-20,30
DGP7,500,ORF,CF,bias,-0.19270362184680906,0.09484726404257224,-0.09667915072326475,-11.1282198452311,5.5323292514186435e-12,30
DGP7,500,ORF,CF,mae,0.2486464953389688,0.05457692748941445,0.3057360840338048,24.953638947185354,3.779767157503848e-21,30
DGP7,500,ORF,CF,spearman,-0.2927556254225018,0.1409028265378178,-0.1859362509450037,-11.380102430904753,3.2498895655555443e-12,30
DGP7,500,ORF,CF,gates_rmse,0.3743633976452116,0.10102983670687528,0.5103849643946824,20.2957150360914,1.1025559506287076e-18,30
DGP7,500,ORF,CF,pointwise_cover_rate,0.21146666666666666,0.05772212468508865,0.274,20.065973684381753,1.501602283256614e-18,30
DGP7,500,ORF,DML-CF,rmse,0.29100303001030703,0.05539012350221766,0.35657668916015517,28.775693889293542,7.083280348355057e-23,30
DGP7,500,ORF,DML-CF,bias,-0.013105275170040414,0.08296473638397774,0.09567270769391126,-0.8651934720460007,0.3940336783563897,30
DGP7,500,ORF,DML-CF,mae,0.22606756791924484,0.04336421273873366,0.2829275332106872,28.55403076627318,8.798611069725033e-23,30
DGP7,500,ORF,DML-CF,spearman,-0.17536205504822017,0.14355407268041714,0.014987829551318204,-6.690841401218947,2.4407195462051006e-07,30
DGP7,500,ORF,DML-CF,gates_rmse,0.38630000390948954,0.08354638261774791,0.48500778376243836,25.325480227388546,2.5066034394437477e-21,30
DGP7,500,ORF,DML-CF,pointwise_cover_rate,0.3977333333333334,0.046566921316740936,0.4646,46.78160212839137,7.233814023464819e-29,30
DGP7,1000,ORF,CF,rmse,0.2079779897707445,0.04097067678861668,0.2573539363676526,27.80384543065821,1.854772900708011e-22,30
DGP7,1000,ORF,CF,bias,-0.1271809133819469,0.05521525713797572,-0.06541729236107924,-12.616051930960328,2.659441799252573e-13,30
DGP7,1000,ORF,CF,mae,0.16535452742606568,0.02904308306716578,0.2028387457336389,31.184156464178407,7.389216705594442e-24,30
DGP7,1000,ORF,CF,spearman,-0.296349130996524,0.04879701223262713,-0.2479676958707835,-33.26373819160174,1.1938188142113123e-24,30
DGP7,1000,ORF,CF,gates_rmse,0.2589198082018404,0.06955792665140569,0.3390439969545627,20.38821833315717,9.744475290848703e-19,30
DGP7,1000,ORF,CF,pointwise_cover_rate,0.212,0.042021341047713795,0.25920000000000004,27.632907302803144,2.2040774627548693e-22,30
DGP7,1000,ORF,DML-CF,rmse,0.18946391639023838,0.04293430527398133,0.24440551711157532,24.17033655907187,9.147701516846802e-21,30
DGP7,1000,ORF,DML-CF,bias,-0.03170856243236558,0.04400588189837479,0.02690240934886783,-3.9466303505461426,0.00046236601697487737,30
DGP7,1000,ORF,DML-CF,mae,0.1499363435589757,0.034697979004663815,0.1908756806850996,23.66809823305762,1.634642154332098e-20,30
DGP7,1000,ORF,DML-CF,spearman,-0.3307983503934016,0.08040966060671388,-0.24879064956259817,-22.53282965365927,6.332746892323316e-20,30
DGP7,1000,ORF,DML-CF,gates_rmse,0.1887900344047148,0.06912625599740496,0.27242087147893135,14.95879662273631,3.605972256346336e-15,30
DGP7,1000,ORF,DML-CF,pointwise_cover_rate,0.33579999999999993,0.048987964742936325,0.39459999999999995,37.54498391092178,3.8517604021043625e-26,30
