dgp,n,rep,method,spearman,gates_rmse,bias,rmse,mae,abs_err_p90,clan_diff_x1,clan_diff_x2,clan_diff_x3,clan_diff_x4,clan_diff_x5,clan_diff_sin_pi_x2,clan_diff_abs_x2_m05,top10_true,bot10_true,top10_est,bot10_est,top10_err,bot10_err,topbot_gap_true,topbot_gap_est,topbot_gap_err,pointwise_cover_rate,pointwise_ci_len,pointwise_se_cv,pointwise_cover_q1,pointwise_cover_q2,pointwise_cover_q3,pointwise_cover_q4,pointwise_cover_q5,main_n_estimators,main_subsample,main_min_leaf,main_cv,n_jobs,nuisance_type,nuis_n_estimators,nuis_min_leaf,orf_global_res_cv,orf_subsample_ratio,z_sd,z_p975,gates_hat_q1,gates_hat_q2,gates_hat_q3,gates_hat_q4,gates_hat_q5,gates_true_q1,gates_true_q2,gates_true_q3,gates_true_q4,gates_true_q5,cf_honest,cf_inference,cf_max_samples,dml_cv,dml_inference,dml_max_samples
DGP1,250,0,ORF,0.34430384121536484,0.2830891270554134,-0.2591419649795348,0.48173918160762164,0.4060849563411413,0.7730982297642089,0.409649793371136,0.07339049313159368,-0.486371004584269,-0.4885789411680427,-0.16889668934256263,0.010678396717932914,-0.005108267377414155,2.4207989268108925,1.930404578982844,2.3602906179956338,1.426643867599529,-0.060508308815258705,-0.5037607113833149,0.4903943478280486,0.9336467503961048,0.4432524025680562,0.786,1.3509402785641227,0.3212632188825471,0.85,1.0,1.0,0.65,0.43,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.3271912430476014,3.6311924345886926,1.5149570576115499,1.7467960694341815,1.8947159778680427,2.0433729291592195,2.2616784631131104,1.9256032934116971,2.0725318661119525,2.187101053515146,2.2260626255442175,2.3459314835007654,,,,,,
DGP1,250,0,CF,0.4431488818666743,0.11800298561673117,-0.03896718292247191,0.3887850347266506,0.3167411634158418,0.644086813549707,0.5260312675659772,-0.00015199608754146166,-0.08785271701000036,-0.04746802198684563,-0.020201166434762552,-0.04049375386558096,0.01214374073810437,2.5244843655628686,1.8953484204298747,2.257842547069539,1.9869097190929565,-0.26664181849332946,0.09156129866308182,0.6291359451329939,0.2709328279765826,-0.3582031171564113,0.718,0.9176914467013362,0.2283643897643539,0.39,0.95,1.0,0.92,0.33,300,0.5,10,5,1,rf,200,5,,,1.7313470034334697,3.686515531031855,2.0051286087996916,2.0564728383898547,2.109875055294129,2.1582301853491557,2.2326877196385886,1.911337250503533,1.9731751794617518,2.1620076302356726,2.313835497678891,2.3968747642039294,True,True,0.5,,,
DGP1,250,0,DML-CF,0.5523105612422449,0.23854229601600463,-0.21685774410259848,0.4218555570847336,0.35426478123796845,0.6777387825714644,0.5629131553598643,0.05158235413797735,-0.29533494348546857,-0.3585602726121229,-0.17893685196825637,0.0724344032256149,-0.04373533768718796,2.507989620163421,1.8879908969625303,2.192961387563939,1.7170463309204564,-0.31502823259948176,-0.17094456604207386,0.6199987232008906,0.47591505664348266,-0.1440836665574079,0.562,0.7691187835380292,0.20846553551979666,0.72,0.97,0.79,0.3,0.03,300,0.5,10,5,1,rf,200,5,,,1.9807065316564738,5.177987317590463,1.7523061607613968,1.8461821751493497,1.9362816930860223,2.0055817073081617,2.1325898652658566,1.8779006425373737,1.9644360631627003,2.1206004512592997,2.281044964001552,2.513248201122853,,,,5.0,True,0.5
DGP1,250,1,ORF,0.07712824451297805,0.189900611444759,-0.07016225281525036,0.454287869129266,0.3645474091656736,0.7486711324230066,0.09666494465842151,-0.12903038639530084,0.5876889022400346,-0.08485367575233016,0.46965786421481004,0.013388137417270407,-0.0012919084700140915,2.152407506594666,2.0580880187102006,2.420108597830841,1.7466878540301969,0.26770109123617525,-0.31140016468000375,0.09431948788446531,0.6734207438006443,0.579101255916179,0.734,1.0977979431359621,0.25122349568184443,0.6,1.0,1.0,0.82,0.25,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.678716358010351,3.715943413791827,1.8026276413706805,1.9620496134545637,2.0849444010116662,2.196559722984606,2.3602376791860102,2.0435902033269553,2.167599877111069,2.26522568869968,2.127171267543427,2.153643285402647,,,,,,
DGP1,250,1,CF,0.4823126839772504,0.2384833431875303,0.23389991474868577,0.4364857519743439,0.34511735947514366,0.732653047093903,0.4612384632226886,-0.06768982628048836,0.5190685626046649,0.09651626628699311,-0.08429473658343783,0.026340026301772013,-0.014623936956652761,2.570989711562872,1.8348870946675655,2.6937974195478205,2.113322755226956,0.12280770798494833,0.2784356605593903,0.7361026168953066,0.5804746643208647,-0.15562795257444195,0.72,0.9444845807870704,0.2127248314978132,0.11,0.7,0.94,0.97,0.88,300,0.5,10,5,1,rf,200,5,,,1.5621728322814743,3.9847070866466523,2.149875883402032,2.2626113916583424,2.365179709030217,2.485719881980355,2.6633430297562612,1.924493443786845,1.9488792130005164,2.167091135010451,2.3046945969746604,2.412071933311306,True,True,0.5,,,
DGP1,250,1,DML-CF,0.435123180492722,0.1105823767130962,-0.04338157847175502,0.38841954941961176,0.31456137890645436,0.6638075711734649,0.14963006796246014,-0.3136200485258159,0.36982544890373836,-0.014951853158026218,-0.18860615742603215,0.3933417094618732,-0.18713476627142875,2.4903388061641407,1.8456358106450748,2.249387991419601,1.9500948685822912,-0.2409508147445396,0.10445905793721644,0.644702995519066,0.2992931228373099,-0.34540987268175605,0.644,0.7413394849549253,0.19865017751803368,0.41,0.96,0.99,0.82,0.04,300,0.5,10,5,1,rf,200,5,,,2.1505703721183145,4.85818082259136,1.9828536842644322,2.061718639075265,2.108563624903372,2.1604603276164536,2.2267261538654806,1.8453961914919141,2.0840745486208636,2.170217528102428,2.2691740849523243,2.3883679689162483,,,,5.0,True,0.5
DGP1,250,2,ORF,-0.06794446377785511,0.3080271160446853,-0.06066754175751349,0.5218319947678117,0.42967278654491387,0.8637418972904346,-0.05510016351402158,0.1962619310296405,-0.4451742613113478,0.5906254008873292,-0.151811625009817,0.009868637405233471,-0.006681939177381274,2.0502819464334068,2.133070813130776,2.573241164256231,1.6005255219277164,0.5229592178228244,-0.5325452912030597,-0.08278886669736929,0.9727156423285148,1.055504509025884,0.81,1.4215375627634663,0.304433107930872,0.66,1.0,1.0,0.98,0.41,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.4719143446708236,3.0974313753555354,1.6828098197894976,1.9175597440114092,2.105453071586297,2.2646620829378565,2.483407894971151,2.174972704680444,2.182113533133599,2.182362667932395,2.0880402377656835,2.1297411785716567,,,,,,
DGP1,250,2,CF,-0.058958685249749454,0.40237336078580505,0.29565417873376815,0.5294517053971686,0.4293800576164406,0.8785777974943423,0.06933394144826738,0.15111221720096252,-0.5505696344468083,0.066424853260175,-0.0020471329495286295,-0.005862851065009611,0.008005104990025602,1.9569173169674396,1.807906092377806,2.6617591990740603,2.1822793334946664,0.7048418821066207,0.3743732411168603,0.14901122458963356,0.4794798655793939,0.33046864098976036,0.704,1.119490891750542,0.22165681323998884,0.03,0.57,0.93,1.0,0.99,300,0.5,10,5,1,rf,200,5,,,1.6103711833058645,4.5482539824263775,2.2062513151319187,2.3629722428315905,2.467531152666358,2.561744838644111,2.637001666478641,1.8783700265207326,2.3878089173473933,2.4543450038470755,2.094865257464586,1.9418411169039909,True,True,0.5,,,
DGP1,250,2,DML-CF,0.18923941295765181,0.08508666158767203,-0.07056980428081408,0.41489587098312597,0.33638451101801164,0.7105860257701576,0.14808520131523767,0.3256325940911503,-0.07292991080332323,0.577500084214849,-0.13091096081442355,0.09262647391039014,-0.04454744815412964,2.2974045707818522,1.9725629227723511,2.26287594915698,1.9019353145178952,-0.03452862162487236,-0.07062760825445591,0.3248416480095011,0.36094063463908466,0.03609898662958355,0.678,0.8627848808778037,0.21415339789618987,0.52,0.97,0.97,0.76,0.17,300,0.5,10,5,1,rf,200,5,,,1.9663399473036138,4.631814377494918,1.9278007374398802,2.0016183756432797,2.078062846616218,2.1565585418006994,2.2403407991796307,2.0658150912625324,2.11113641995602,2.0999029957982827,2.1738490485787825,2.306526766488161,,,,5.0,True,0.5
DGP1,250,3,ORF,0.5237788631154524,0.172507852880261,-0.08054393660881902,0.39464924765046366,0.3247824931021851,0.6735307911505688,0.5962892661184667,-0.06687558958324374,-0.2756989474394249,-0.44154079793407147,-0.24900052921619287,-0.013949475617351714,0.005887656733140428,2.5027687424518232,1.8462809514641654,2.7100309828465456,1.4342741183069794,0.2072622403947224,-0.412006833157186,0.6564877909876579,1.2757568645395663,0.6192690735519084,0.932,1.6743926968882457,0.3820708043323175,0.87,1.0,1.0,1.0,0.79,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.0378763533671336,2.5257979794957897,1.5548533098801094,1.8554357966708874,2.0727694393957377,2.2752822818722347,2.596169811220715,1.898671958401204,1.9463692908791532,2.167239333164563,2.2639379907365393,2.481011748902319,,,,,,
