dgp,n,rep,method,spearman,gates_rmse,bias,rmse,mae,abs_err_p90,clan_diff_x1,clan_diff_x2,clan_diff_x3,clan_diff_x4,clan_diff_x5,clan_diff_sin_pi_x2,clan_diff_abs_x2_m05,top10_true,bot10_true,top10_est,bot10_est,top10_err,bot10_err,topbot_gap_true,topbot_gap_est,topbot_gap_err,pointwise_cover_rate,pointwise_ci_len,pointwise_se_cv,pointwise_cover_q1,pointwise_cover_q2,pointwise_cover_q3,pointwise_cover_q4,pointwise_cover_q5,main_n_estimators,main_subsample,main_min_leaf,main_cv,n_jobs,nuisance_type,nuis_n_estimators,nuis_min_leaf,orf_global_res_cv,orf_subsample_ratio,z_sd,z_p975,gates_hat_q1,gates_hat_q2,gates_hat_q3,gates_hat_q4,gates_hat_q5,gates_true_q1,gates_true_q2,gates_true_q3,gates_true_q4,gates_true_q5,cf_honest,cf_inference,cf_max_samples,dml_cv,dml_inference,dml_max_samples
DGP8,250,0,ORF,0.049635558542234164,1.2412656493025749,-0.41304238305475866,1.364227198103568,1.088352664686581,2.246734646201972,0.0616736509280692,-0.023931597035082963,-0.14661638612763972,-0.004119623386085847,0.009488797495928125,-0.02193145317588374,0.010151743250571832,2.130319534668911,2.149616641845606,3.836077250317656,-0.5299305802079979,1.705757715648745,-2.679547222053604,-0.019297107176694972,4.366007830525653,4.385304937702348,0.936,4.382133228217311,0.6581559351996907,0.97,1.0,1.0,0.96,0.75,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.0812340537174643,2.4740177710271403,-0.06547211069372878,1.0532706377968863,1.7050022614921156,2.457494550183052,3.418294350797417,2.1183168117673707,2.0774004528922627,2.1450974355949124,2.134927895075433,2.1580590095195564,,,,,,
DGP8,250,0,CF,0.17528873315493262,0.34044436187826865,-0.311130004453107,0.5197199688397546,0.42791680377279806,0.8543222419637063,0.3388357154767408,0.03399177520632024,-0.5635594973734859,-0.01608859881031166,-0.046886698165281515,0.03794517536849462,-0.023005551289958154,2.3157125212324687,1.8282325819270682,2.0090139903756694,1.6022352661832624,-0.3066985308567993,-0.22599731574380577,0.48747993930540057,0.406778724192407,-0.08070121511299355,0.572,0.8973868596259592,0.2575467604274907,0.85,0.95,0.62,0.34,0.1,300,0.5,10,5,1,rf,200,5,,,2.0696313857732362,6.229991679865496,1.6263114681257722,1.7239766739723137,1.8224138314632845,1.9174453636378537,1.9880042453847764,1.9259936312749384,2.2404116891194654,2.1646129634603266,2.000008798874631,2.302774522120174,True,True,0.5,,,
DGP8,250,0,DML-CF,0.16375687902751612,0.25436824739549324,-0.2540796164639036,0.482592794520164,0.3982095327120915,0.8285492336236024,0.16093700930780863,-0.05719942799758937,-0.14382211887598573,-0.13128477647468928,0.08584718533555102,0.03580890278696314,-0.012934774728382004,2.209837242782587,1.927520018448903,1.9756795306633443,1.7717623881057498,-0.23415771211924286,-0.15575763034315315,0.2823172243336842,0.20391714255759452,-0.0784000817760897,0.582,0.857116449298084,0.27101227023308705,0.69,1.0,0.89,0.33,0.0,300,0.5,10,5,1,rf,200,5,,,2.142906485440965,5.379892459000384,1.793228752589807,1.8421195264463082,1.87025196463017,1.902094474232881,1.9557088046308508,2.0299315694957296,2.087432587543177,2.125291174624722,2.1644687915954055,2.2266774815905013,,,,5.0,True,0.5
DGP8,250,1,ORF,0.004375217500870002,1.3731863029750058,-0.19259773192180724,1.4889379237846703,1.2071739907244141,2.364714923845781,0.016400390886468053,0.02580958825711044,0.017680636034140662,-0.07197883621056678,0.07655188579101885,-0.021877830370404583,0.010841016915545093,2.1529592138867004,2.1337530389384587,4.424727700846005,-0.4990858851638349,2.2717684869593047,-2.632838924102294,0.019206174948241728,4.92381358600984,4.904607411061598,0.968,4.863056193851985,0.6513305353093292,1.0,1.0,1.0,0.99,0.85,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.0559435377346398,2.009240205285634,-0.02210154344237741,1.1457648920253032,1.8883751347567763,2.6939525780968294,3.964821883803968,2.153353738787696,2.1418738209555883,2.09591245228603,2.094785293516461,2.14787629930376,,,,,,
DGP8,250,1,CF,0.44393783975135903,0.08456746903130824,0.007260309106778711,0.37614295575996537,0.3099882803786622,0.6243841054404152,0.5163775765480303,0.025425038239840658,0.45576074133013605,-0.04776841407292004,-0.08606842903797096,0.042272361696167327,-0.02614251985908489,2.5277758026414414,1.9814790333666463,2.525451736638506,1.7913539957163689,-0.002324066002935332,-0.19012503765027744,0.5462967692747951,0.7340977409221372,0.1878009716473421,0.856,1.241956374947063,0.23177213332883387,0.77,0.93,0.97,0.89,0.72,300,0.5,10,5,1,rf,200,5,,,1.3132545510895721,2.930758591742873,1.8222485687070937,1.9758393362588107,2.1648702461458704,2.247194163133321,2.4599508361383338,1.9264110915679868,2.0070043032474256,2.022039897231162,2.193285282990776,2.4850610298121842,True,True,0.5,,,
DGP8,250,1,DML-CF,0.33550511802047206,0.17099675184646015,-0.1471940733966361,0.4275697321538391,0.3527902137496483,0.6960716505510712,0.3746622682778973,0.059223682999107685,-0.025862867590159266,-0.031658069675099876,-0.08606982611156955,0.03299161975894138,-0.021286324042157773,2.508865472823957,1.9600262279549097,2.081270227626456,1.8776572955565345,-0.42759524519750114,-0.08236893239837517,0.5488392448690473,0.20361293206992137,-0.34522631279912597,0.63,0.8435365298158256,0.2362219539134214,0.55,1.0,0.97,0.62,0.01,300,0.5,10,5,1,rf,200,5,,,2.1403843882594167,5.0127347846325385,1.8958359500561284,1.949119491652471,1.9787750790734195,2.0120479401738587,2.0620527769104764,1.9620208421807226,2.0340157456251564,2.0896436553778996,2.1784466314481947,2.3696747302175614,,,,5.0,True,0.5
DGP8,250,2,ORF,-0.13542217368869475,1.144795880742883,-0.04913650031202361,1.2667421625110198,1.0252273551555593,1.9916270604580038,-0.10529922283733878,-0.09327265768640164,0.060293864386179674,0.06566539791063991,-0.0008433934090408268,-0.01891514691264673,0.008474377465884086,2.0555751719909208,2.2034561795159484,4.159219780713081,0.22484404920527884,2.1036446087221603,-1.9786121303106696,-0.14788100752502764,3.934375731507802,4.08225673903283,0.918,3.783295360737974,0.6697571280339659,0.91,1.0,1.0,0.99,0.69,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.2785175411447725,2.93036001458088,0.5182647654120192,1.4358698164819987,2.039144294911681,2.6624902503905266,3.7323499760931913,2.1714651542162424,2.205839314637663,2.157697464561738,2.051548886967634,2.047250784466257,,,,,,
DGP8,250,2,CF,0.27679128316513263,0.15434068113146057,-0.12488948983941407,0.42138995055871326,0.34830816144160387,0.6954572869663302,0.27562837285344355,-0.06585309560720609,0.590035231069381,0.018942699560952625,-0.0835807183447903,0.12858333609270323,-0.06299269001441343,2.5157903561368644,1.9574492891416297,2.15548316534945,1.869716994615234,-0.36030719078741447,-0.08773229452639564,0.5583410669952347,0.28576617073421584,-0.27257489626101883,0.644,0.866051130001324,0.21498811460200637,0.49,0.97,1.0,0.69,0.07,300,0.5,10,5,1,rf,200,5,,,1.9614774187933492,4.494647493250346,1.884715651235455,1.9340656442416315,1.9897552199774362,2.068637539272371,2.132180100925571,1.9640924128641206,2.074513049591894,2.1815421268106743,2.0453498937725807,2.368304121810266,True,True,0.5,,,
DGP8,250,2,DML-CF,0.25550511802047204,0.12839571489677307,-0.11204996033685033,0.4221662280155293,0.34695534338143635,0.7019892059283501,0.05734197434388699,-0.30847462469985315,0.017359585801954847,0.024989902184862522,-0.08667323376816538,0.27525311103226396,-0.12730640432856102,2.3347830687624396,1.8774101733951465,2.099428727076716,1.9258547454273613,-0.23535434168572378,0.04844457203221486,0.4573728953672931,0.17357398164935445,-0.28379891371793864,0.56,0.6893780759067493,0.26671027677125186,0.34,0.98,0.99,0.49,0.0,300,0.5,10,5,1,rf,200,5,,,2.6618931666796737,6.435206726035403,1.9438136940391775,1.9899515175773268,2.0150643597555016,2.0412431551445893,2.083479076648689,1.9418136487838182,2.1112554588515033,2.1405496534461084,2.165774109608137,2.274408734159969,,,,5.0,True,0.5
DGP8,250,3,ORF,-0.06110971643886576,1.3219448144188592,-0.020526878029234263,1.4637383596701006,1.1602644412221677,2.3558566929655176,-0.04151662262516892,-0.06023582202182998,0.04680460057039365,0.07780957430415503,0.02773025988859834,-0.032844819300847705,0.01646160818800313,2.076168890936094,2.1989862046349633,4.514520638767576,-0.2940674258930146,2.438351747831482,-2.493053630527978,-0.1228173136988695,4.80858806466059,4.931405378359459,0.968,4.71338384270693,0.6660277961367035,0.96,1.0,1.0,1.0,0.88,300,0.5,10,5,1,rf,200,5,5.0,0.5,1.0553425755455845,2.0246941525535673,0.17158666351852203,1.3700670072979997,2.145663106632154,2.84464707510607,3.999203362148618,2.1678272875545934,2.1293540090989977,2.136256062373721,2.1068984001936464,2.093465845628577,,,,,,
