dgp,n,base,rival,metric,delta_mean,delta_sd,delta_p90,t_stat,p_value,n_rep_used
DGP8,250,ORF,CF,rmse,1.0471116216862404,0.12400885323490429,1.2030300976434547,46.24884759936972,1.0040884407172428e-28,30
DGP8,250,ORF,CF,bias,-0.05104137621510483,0.1560380555487659,0.1281669322943372,-1.7916471094696151,0.08363127250922506,30
DGP8,250,ORF,CF,mae,0.827164576566712,0.10148462093202673,0.9507070583803762,44.64289201594886,2.7600277466607883e-28,30
DGP8,250,ORF,CF,spearman,-0.3214696954787819,0.23182584549822044,-0.02104891939567756,-7.5951929945359336,2.254667653738647e-08,30
DGP8,250,ORF,CF,gates_rmse,1.139886626415567,0.14844701034042623,1.2917540685195705,42.05821436581971,1.5170276928078548e-27,30
DGP8,250,ORF,CF,pointwise_cover_rate,0.2542666666666667,0.10333572114408367,0.36860000000000015,13.477197179549933,5.1349429382886394e-14,30
DGP8,250,ORF,DML-CF,rmse,1.043805769691908,0.11947256118765696,1.2194516846389272,47.85332799690293,3.7811479361551685e-29,30
DGP8,250,ORF,DML-CF,bias,-0.04244562761002923,0.16943799994542985,0.19987024050395064,-1.3720905414939162,0.18055652640308328,30
DGP8,250,ORF,DML-CF,mae,0.8243907537687688,0.09580826899660846,0.9614261872131888,47.12927357594007,5.851739731184185e-29,30
DGP8,250,ORF,DML-CF,spearman,-0.21196531186124742,0.153991394073382,-0.024825248100992382,-7.539264347441255,2.605286292719157e-08,30
DGP8,250,ORF,DML-CF,gates_rmse,1.1913461146834854,0.1463934385854248,1.3938551762365752,44.57352372575859,2.885535448161809e-28,30
DGP8,250,ORF,DML-CF,pointwise_cover_rate,0.35700000000000004,0.06708872149418366,0.44699999999999995,29.146024648315393,4.9475679038720914e-23,30
DGP8,500,ORF,CF,rmse,0.654079028555265,0.0820419454354766,0.7471179098450937,43.667155432404954,5.191466546935238e-28,30
DGP8,500,ORF,CF,bias,0.0127934115698251,0.11736265199651247,0.11341130183990566,0.597058773386359,0.5551014505552783,30
DGP8,500,ORF,CF,mae,0.512516356323734,0.06885156710803297,0.582635173568463,40.7712970437405,3.682018473716223e-27,30
DGP8,500,ORF,CF,spearman,-0.4750199032796132,0.0816208027061853,-0.33246873147492584,-31.87656916665557,3.977382111737913e-24,30
DGP8,500,ORF,CF,gates_rmse,0.7357836985841282,0.10570334205864143,0.8382557241063273,38.12607258297776,2.4885271429174532e-26,30
DGP8,500,ORF,CF,pointwise_cover_rate,0.24253333333333332,0.08289575228638942,0.3538,16.025064487580185,6.032144859520396e-16,30
DGP8,500,ORF,DML-CF,rmse,0.6140678725109479,0.0737915574835374,0.6976031423736617,45.57958079262502,1.5238700089525501e-28,30
DGP8,500,ORF,DML-CF,bias,0.03142044750595619,0.1111021749944081,0.1636192663134695,1.5489964860530703,0.13222787654982085,30
DGP8,500,ORF,DML-CF,mae,0.4820697362198902,0.06146077840277907,0.5483947038179252,42.96080779970401,8.272854781520427e-28,30
DGP8,500,ORF,DML-CF,spearman,-0.22168248672994692,0.14475347225471163,-0.07054088056352219,-8.388088844748207,3.0306503338287925e-09,30
DGP8,500,ORF,DML-CF,gates_rmse,0.7567393727487595,0.10186889546355005,0.8748509578594227,40.68790799396789,3.9033999441616025e-27,30
DGP8,500,ORF,DML-CF,pointwise_cover_rate,0.3775333333333333,0.05533766774326838,0.43799999999999994,37.367589078044965,4.406955494381841e-26,30
DGP8,1000,ORF,CF,rmse,0.4429545420482634,0.05813138339260626,0.5281980511247163,41.73583707627073,1.8896378604704115e-27,30
DGP8,1000,ORF,CF,bias,-0.04314057872199314,0.08433029303576348,0.044269573148734115,-2.801966797369271,0.0089555018083458,30
DGP8,1000,ORF,CF,mae,0.341156994473531,0.047905294920088326,0.4006168305212701,39.00599752814833,1.2998466822548199e-26,30
DGP8,1000,ORF,CF,spearman,-0.4457392933571735,0.09347890004339768,-0.3380359665438661,-26.11728054403653,1.0644178110325556e-21,30
DGP8,1000,ORF,CF,gates_rmse,0.52480501685727,0.07310910614299966,0.6180373614318557,39.31761188029918,1.0362762922431448e-26,30
DGP8,1000,ORF,CF,pointwise_cover_rate,0.24846666666666667,0.048359810425267546,0.3108000000000001,28.14130099450185,1.3231418029583069e-22,30
DGP8,1000,ORF,DML-CF,rmse,0.3792889130736411,0.06114088376852401,0.43906853809383417,33.97809791048502,6.543432967382345e-25,30
DGP8,1000,ORF,DML-CF,bias,0.03042292099621026,0.06389126400105118,0.12218806111617131,2.608074884001003,0.014241237479225241,30
DGP8,1000,ORF,DML-CF,mae,0.2940499834719745,0.05015050939885334,0.34512175296101916,32.11488994073989,3.2232004416968814e-24,30
DGP8,1000,ORF,DML-CF,spearman,-0.2138168040672163,0.11200752546121305,-0.07706763947055788,-10.45575163624442,2.3782536239734055e-11,30
DGP8,1000,ORF,DML-CF,gates_rmse,0.487197138163366,0.09783682505724137,0.6043108200995593,27.274889834978943,3.17380833893296e-22,30
DGP8,1000,ORF,DML-CF,pointwise_cover_rate,0.3708,0.03296644061612585,0.39980000000000004,61.60674932663779,2.6678453977678963e-32,30
