dgp,n,method,bias_mean,bias_sd,rmse_mean,rmse_sd,rmse_p90,mae_mean,spearman_mean,gates_rmse_mean,clan_diff_x1_mean,clan_diff_x2_mean,clan_diff_sin_pi_x2_mean,clan_diff_abs_x2_m05_mean,pointwise_cover_rate_mean,pointwise_ci_len_mean,pointwise_se_cv_mean,pointwise_cover_q1_mean,pointwise_cover_q2_mean,pointwise_cover_q3_mean,pointwise_cover_q4_mean,pointwise_cover_q5_mean
DGP5,500,ORF,0.0407821217158046,0.1179501588832174,0.2320312704190262,0.0671890537557098,0.3468236002396859,0.189174509798435,0.266286146744587,0.2179204000613258,0.2166774216911669,0.000749082763243,-0.0116362213850582,0.0046820600136561,0.9901333333333334,1.0780545194388418,0.2669397053125534,0.974,0.987,0.9943333333333334,0.9963333333333332,0.999
DGP5,1000,CF,0.0304725454823422,0.0767155664034007,0.1621234673495154,0.0365663830062411,0.2185982049629432,0.132181248635116,0.269517353269413,0.1487151112493657,0.2091821239409804,-0.0275795294625325,0.0108245513504092,-0.0062542401802323,0.9351333333333331,0.695749088413926,0.2674844147530055,0.9503333333333333,0.9516666666666664,0.9303333333333332,0.9206666666666669,0.9226666666666667
DGP5,1000,DML-CF,0.0003563219720999,0.0787827142055276,0.1271201888609228,0.027915820816019,0.1743325659707711,0.1044123967272993,0.1984738274953099,0.1112664624491825,0.1618555602080404,0.0135387669334805,-0.0198451445879478,0.007428257742601,0.9370000000000002,0.5525341227094597,0.282560917727254,0.9403333333333334,0.9396666666666664,0.949,0.9293333333333332,0.9266666666666666
DGP5,1000,ORF,-0.0014212178459525,0.0951411480257455,0.194625308168073,0.0381192670314315,0.2585551275288169,0.1553360851046149,0.1496411681646726,0.1793616632351708,0.11825771556019,-0.0226146387768713,-0.0171431166301979,0.0071289305034701,0.993,0.909121950314418,0.2265566314875777,0.9926666666666668,0.9956666666666668,0.9963333333333334,0.995,0.9853333333333332
DGP6,250,CF,0.1409593816115323,0.1619430844497874,0.4034329630428621,0.0947479521012786,0.5266290766035734,0.3315510103931666,0.7392739721435084,0.25106011653195,0.5567926332575559,0.0447612644240464,-0.0202743755890657,0.0069106887386293,0.7688,1.0145010510312966,0.2367640702271188,0.6340000000000001,0.6949999999999998,0.8893333333333333,0.8919999999999999,0.7336666666666667
DGP6,250,DML-CF,-0.0287796275202764,0.1688780471871421,0.4191356008944052,0.0902102102737349,0.5326979471268634,0.3521873243526567,0.7583078599112405,0.2594261801170903,0.5512439531747002,0.2372113590657724,-0.1146506172414042,0.0532620258887868,0.6412,0.8848684212905338,0.2427299898560385,0.6260000000000001,0.6873333333333332,0.7996666666666669,0.6613333333333333,0.4316666666666666
DGP6,250,ORF,-0.0140545540885582,0.1918763117838066,0.4528049621052593,0.0657383884685099,0.5262205087786566,0.3718040991472238,0.6738752580925749,0.2146868918980686,0.5702582020345144,0.224303395418472,-0.0041017360213544,-0.0027873470732599,0.8731333333333334,1.8852861343845428,0.3746334850753109,0.8420000000000002,0.8606666666666666,0.9496666666666668,0.902,0.8113333333333334
DGP6,500,CF,0.0124801080938874,0.0894713174900241,0.3057663852895989,0.0408273163387037,0.3571795452365719,0.2452489615381115,0.8220524187973886,0.1490108429724655,0.5759614412468023,0.0958012514320984,-0.0173684503285303,0.0050454397519785,0.8194666666666666,0.8763260166520553,0.2542641279523747,0.7976666666666665,0.8153333333333332,0.8503333333333333,0.9173333333333332,0.7166666666666667
DGP6,500,DML-CF,-0.0262943068188406,0.0946207058358566,0.332536730712471,0.0525713309697667,0.3998828016058282,0.2770478859519884,0.837591293149518,0.1916626970062205,0.5892833296235097,0.2684662608308593,-0.0763571020307251,0.0318098226234002,0.7198666666666668,0.7974137517164759,0.2609669557360931,0.679333333333333,0.7386666666666666,0.8866666666666666,0.8103333333333335,0.4843333333333334
DGP6,500,ORF,-0.0180622906357397,0.1076601728219423,0.3716056654475528,0.0423096976321108,0.4307854097436699,0.3048472905631513,0.764937122117206,0.1363627546742301,0.6268982833188328,0.2717659967726744,-0.0284400828628232,0.0082647467685457,0.8716666666666666,1.473768446699773,0.37910273400269,0.8066666666666666,0.8476666666666666,0.9623333333333332,0.9139999999999996,0.8276666666666667
DGP6,1000,CF,0.0141634079555423,0.0681037473205392,0.2758220153111444,0.028883378552782,0.3160213189663248,0.2203377226423374,0.8444430571514159,0.1208316132426498,0.5540012748194247,0.1355690912774927,-0.056110403798272,0.0231854438894157,0.8139333333333333,0.7737136144304787,0.2786528487465917,0.7903333333333334,0.8109999999999999,0.8260000000000001,0.904,0.7383333333333334
DGP6,1000,DML-CF,0.0073971305613089,0.0758618394948644,0.2692657584312191,0.0422715508674482,0.3179389734259087,0.2179894361505998,0.8766846325050894,0.143429794351535,0.5914263426539947,0.2528536816852955,-0.0940223882837494,0.0411940220170948,0.7714000000000001,0.7064634455830793,0.2855729996877832,0.705,0.7509999999999999,0.8873333333333332,0.903,0.6106666666666666
DGP6,1000,ORF,0.01785352505279,0.083007366119688,0.3422873125161017,0.0330574637047199,0.3880630155669147,0.2798186299878028,0.7991876907397515,0.1188382524592199,0.6487595800617586,0.2655062446589987,-0.0397086449878587,0.0140736662628393,0.8430666666666666,1.1853605991326406,0.3265234581403909,0.75,0.802,0.9559999999999998,0.9136666666666668,0.7936666666666666
DGP7,250,CF,0.2772085268064927,0.1867904538834035,0.4918848266103053,0.1126361743367081,0.6129911723733252,0.3995012410780581,0.4432087520350081,0.3199156345046097,0.5042267617627362,0.0050547113368522,0.0062320465280072,-0.0028108599808828,0.6431333333333333,0.950429203103036,0.229340309125882,0.1893333333333333,0.5566666666666666,0.7403333333333332,0.8776666666666666,0.8516666666666666
DGP7,250,DML-CF,-0.0203748211913606,0.186651511831607,0.4522005456666053,0.0445958528939783,0.501396852377605,0.3693330848101336,0.2073479205916823,0.1819160812788268,0.1950645256388843,0.0474623042151721,0.0532803549024959,-0.0265325721100443,0.526,0.6919016785005372,0.250954128656312,0.217,0.7303333333333334,0.8753333333333333,0.64,0.1673333333333333
